Row ID;Order ID;Order Date;Order Priority;Order Quantity;Sales;Discount;Ship Mode;Profit;Unit Price;Shipping Cost;Customer Name;Product Name;Ship Date
5881;41728;2009-09-30;High;10;2549.58;0.02;Delivery Truck;41.53;243.98;62.94;Alejandro Grove;Hon Deluxe Fabric Upholstered Stacking Chairs;2009-10-01
5886;41764;2009-10-05;Not Specified;16;5105.06;0.03;Delivery Truck;467.12;320.64;29.2;Katherine Nockton;"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table";2009-10-07
5931;42082;2011-12-18;Critical;15;76.42;0.03;Regular Air;-3.95;4.76;3.01;Kean Nguyen;TOPS Voice Message Log Book. Flash Format;2011-12-20
5958;42279;2009-06-30;Not Specified;44;1431;0.02;Express Air;-55.78;30.98;6.5;Harold Ryan;Logitech Internet Navigator Keyboard;2009-07-01
5962;42308;2009-06-12;Medium;16;79.98;0.09;Regular Air;-56.56;4.86;7.1;Sam Zeldin;Eldon Im�ge� Series Desk Accessories. Clear;2009-06-15
5980;42375;2010-10-01;High;45;138.45;0.03;Express Air;24.34;2.94;0.7;Jas O'Carroll;Newell 338;2010-10-02
6044;42851;2009-06-01;High;4;24.32;0.05;Express Air;-2.97;4.71;0.7;Robert Marley;Plymouth Boxed Rubber Bands by Plymouth;2009-06-02
6045;42851;2009-06-01;High;7;344.301;0.04;Express Air;-22.9;55.99;1.25;Robert Marley;Accessory32;2009-06-02
6154;43585;2010-11-10;Critical;19;1004.18;0.08;Express Air;374.19;55.48;6.79;Stephanie Ulpright;Eaton Premium Continuous-Feed Paper. 25% Cotton. Letter Size. White. 1000 Shts/Box;2010-11-12
6157;43590;2009-09-10;Critical;24;3118.6;0.06;Express Air;804.2;128.24;12.65;Harold Ryan;SAFCO Folding Chair Trolley;2009-09-12
6188;43874;2012-06-10;High;46;153.28;0.09;Regular Air;-161.21;3.28;5;Mick Hernandez;Newell 35;2012-06-11
6356;45059;2011-02-03;Not Specified;4;130.14;0.04;Regular Air;-116.18;30.42;8.65;Tony Chapman;Fellowes Internet Keyboard. Platinum;2011-02-05
6408;45542;2010-02-07;High;37;281.79;0.04;Express Air;-50.96;7.64;5.83;Robert Marley;"Rediform Wirebound ""Phone Memo"" Message Book. 11 x 5-3/4";2010-02-10
6409;45542;2010-02-07;High;40;4064.272;0.01;Delivery Truck;-300.85;124.49;51.94;Robert Marley;Bevis 36 x 72 Conference Tables;2010-02-08
6427;45698;2012-04-23;High;40;6559.01;0.1;Regular Air;2307.57;172.99;19.99;Jay Kimmel;Ibico EB-19 Dual Function Manual Binding System;2012-04-25
6428;45698;2012-04-23;High;36;263.37;0.04;Regular Air;-5.68;7.28;4.23;Jay Kimmel;"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book";2012-04-26
6458;45987;2009-03-12;Not Specified;31;131.43;0.01;Regular Air;37.25;4;1.3;Laura Armstrong;EcoTones� Memo Sheets;2009-03-14
6471;46052;2009-11-23;Medium;37;2374.35;0.05;Regular Air;878.21;63.94;14.48;Bill Overfelt;"Howard Miller 16"" Diameter Gallery Wall Clock";2009-11-25
6472;46052;2009-11-23;Medium;39;729.21;0;Express Air;194.15;17.78;5.03;Bill Overfelt;"Seth Thomas 13 1/2"" Wall Clock";2009-11-25
6516;46374;2010-07-07;High;7;1822.83;0.08;Delivery Truck;-627.64;259.71;66.67;Herbert Flentye;"Bevis Round Bullnose 29"" High Table Top";2010-07-09
6519;46402;2011-01-08;Medium;27;826.27;0.03;Regular Air;322.88;29.18;8.55;Ryan Akin;Deflect-o SuperTray� Unbreakable Stackable Tray. Letter. Black;2011-01-10
6520;46402;2011-01-08;Medium;29;1777.469;0.01;Regular Air;166.37;66.99;13.99;Ryan Akin;Panasonic All Digital Answering System with Caller ID*. KX-TM150B;2011-01-09
6521;46402;2011-01-08;Medium;12;1219.1465;0.01;Express Air;52.93;115.99;2.5;Ryan Akin;StarTAC 7797;2011-01-09
6522;46404;2012-03-04;Critical;50;1875.4145;0.05;Regular Air;507.33;45.99;2.5;John Lucas;T61;2012-03-05
6528;46468;2011-01-11;Critical;46;7535.96;0.08;Regular Air;2745.87;165.98;19.99;Vivek Grady;GBC DocuBind P100 Manual Binding Machine;2011-01-12
6529;46468;2011-01-11;Critical;41;1618.31;0.08;Express Air;504.71;39.48;1.99;Vivek Grady;80 Minute CD-R Spindle. 100/Pack - Staples;2011-01-13
6530;46468;2011-01-11;Critical;1;11.87;0.04;Regular Air;-8.89;6.48;5.4;Vivek Grady;Xerox 207;2011-01-13
6533;46497;2012-06-19;High;30;630.54;0.03;Regular Air;-30.07;20.15;8.99;Jane Waco;Boston 19500 Mighty Mite Electric Pencil Sharpener;2012-06-20
6651;47303;2011-12-05;Medium;47;1413.82;0.1;Regular Air;226.53;30.98;11.63;Xylona Price;GBC Linen Binding Covers;2011-12-06
6652;47303;2011-12-05;Medium;7;56.9;0.03;Regular Air;12.64;7.64;1.39;Xylona Price;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";2011-12-06
6653;47303;2011-12-05;Medium;45;308.92;0.04;Express Air;-143.58;6.48;7.37;Xylona Price;Xerox 210;2011-12-07
6672;47492;2011-07-23;High;22;649.71;0.07;Regular Air;-157.51;30.42;8.65;Bill Overfelt;Fellowes Internet Keyboard. Platinum;2011-07-25
6695;47682;2012-11-16;Not Specified;38;3191.24;0;Regular Air;1620.23;83.98;5.01;Steve Nguyen;Ames Color-File� Green Diamond Border X-ray Mailers;2012-11-17
6807;48483;2009-12-10;Critical;18;47.55;0;Express Air;10.01;2.21;1;Steve Nguyen;Quartet Alpha� White Chalk. 12/Pack;2009-12-11
6871;48961;2009-07-21;Not Specified;24;520.68;0.09;Regular Air;-143.66;22.84;16.87;John Lucas;Xerox 1982;2009-07-23
6872;48961;2009-07-21;Not Specified;25;358.78;0.1;Express Air;-76.9;14.98;7.69;John Lucas;Super Decoflex Portable Personal File;2009-07-23
6921;49350;2012-08-22;High;50;375.11;0.01;Regular Air;-331.63;7.28;11.15;Laura Armstrong;Array� Parchment Paper. Assorted Colors;2012-08-24
6936;49505;2009-01-21;Critical;12;97.74;0.04;Regular Air;-8.5;7.84;4.71;Harold Ryan;XtraLife� ClearVue� Slant-D� Ring Binders by Cardinal;2009-01-23
6937;49505;2009-01-21;Critical;34;335.59;0.04;Express Air;85.83;9.78;1.99;Harold Ryan;Memorex Slim 80 Minute CD-R. 10/Pack;2009-01-22
6966;49797;2011-03-08;Not Specified;27;341.1;0;Regular Air;-4.75;11.97;4.98;Lena Radford;Staples 6 Outlet Surge;2011-03-09
6967;49797;2011-03-08;Not Specified;26;171.68;0.07;Express Air;-116.56;6.48;8.19;Lena Radford;Xerox 217;2011-03-09
7007;50017;2012-11-20;Low;43;1502.47;0.07;Regular Air;214.05;34.58;8.99;Vivek Grady;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;2012-11-22
7008;50017;2012-11-20;Low;24;2014.13;0.1;Regular Air;-794.94;89.83;35;Vivek Grady;Fellowes Officeware� Wire Shelving;2012-11-20
7013;50051;2009-10-04;Medium;15;308.64;0.03;Express Air;91.08;19.04;6.38;Jas O'Carroll;Eldon Expressions� Desk Accessory. Wood Photo Frame. Mahogany;2009-10-04
7019;50083;2011-04-08;Not Specified;33;13671.94;0.01;Delivery Truck;5711.96;400.97;48.26;John Castell;Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer;2011-04-10
7047;50307;2010-10-15;Low;31;536.83;0.06;Regular Air;161.37;17.48;1.99;Bill Overfelt;Maxell Pro 80 Minute CD-R. 10/Pack;2010-10-15
7048;50307;2010-10-15;Low;32;1734.31;0.06;Express Air;647.25;54.96;10.75;Bill Overfelt;Xerox 1940;2010-10-17
7102;50663;2010-11-09;Critical;26;1614.84;0.02;Express Air;-716.55;60.98;49;Jim Kriz;Euro Pro Shark Stick Mini Vacuum;2010-11-10
7137;50917;2009-07-21;Low;33;1422.31;0.02;Regular Air;498.15;43.98;1.99;Sally Hughsby;Memorex 80 Minute CD-R Spindle. 100/Pack;2009-07-25
7145;50981;2009-08-04;Critical;42;5678.5525;0.01;Regular Air;1550.88;155.99;8.99;Sean O'Donnell;CF 688;2009-08-04
7165;51140;2012-09-14;Low;28;132.01;0.04;Regular Air;-93.12;4.37;5.15;Sean O'Donnell;Eureka Sanitaire � Multi-Pro Heavy-Duty Upright. Disposable Bags;2012-09-14
7166;51140;2012-09-14;Low;14;626.33;0.01;Regular Air;24.56;45.19;1.99;Sean O'Donnell;Verbatim DVD-RAM. 9.4GB. Rewritable. Type 1. DS. DataLife Plus;2012-09-18
7167;51140;2012-09-14;Low;3;394.34;0.1;Regular Air;352.38;136.98;24.49;Sean O'Donnell;3M Polarizing Task Lamp with Clamp Arm. Light Gray;2012-09-21
7177;51205;2012-12-10;High;17;233.01;0.04;Express Air;88.88;12.97;1.49;Nat Carroll;"Mead 1st Gear 2"" Zipper Binder. Asst. Colors";2012-12-11
7178;51205;2012-12-10;High;5;225.72;0;Regular Air;16.65;39.98;9.83;Nat Carroll;Blue String-Tie & Button Interoffice Envelopes. 10 x 13;2012-12-11
7180;51237;2012-03-10;Medium;26;4769.0695;0.03;Regular Air;1138.58;205.99;5.99;John Lucas;3285;2012-03-12
7236;51619;2009-09-02;Not Specified;46;100.6;0.03;Regular Air;11.55;2.21;1;Stephanie Ulpright;Quartet Alpha� White Chalk. 12/Pack;2009-09-03
7237;51619;2009-09-02;Not Specified;6;958.06;0.09;Regular Air;-77.09;165.2;19.99;Stephanie Ulpright;Economy Rollaway Files;2009-09-03
7238;51619;2009-09-02;Not Specified;2;14.75;0.07;Regular Air;-11.42;3.89;7.01;Stephanie Ulpright;Avery Binder Labels;2009-09-04
7239;51619;2009-09-02;Not Specified;31;11262.04;0.06;Delivery Truck;1660.92;355.98;58.92;Stephanie Ulpright;Hon 4700 Series Mobuis� Mid-Back Task Chairs with Adjustable Arms;2009-09-03
7250;51713;2011-03-19;Not Specified;35;133.07;0.02;Regular Air;-15.96;3.74;0.94;Bill Overfelt;Rubber Band Ball;2011-03-20
7296;52007;2012-04-14;Medium;25;68.54;0.1;Regular Air;22.2;2.88;0.5;Alejandro Grove;Avery 507;2012-04-14
7297;52007;2012-04-14;Medium;19;10351.01;0.08;Delivery Truck;-1331.55;550.98;45.7;Alejandro Grove;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;2012-04-15
7317;52164;2012-04-13;Not Specified;30;1824.848;0;Regular Air;364.23;65.99;8.8;John Lucas;6120;2012-04-15
7367;52512;2011-07-07;High;4;49.86;0.09;Regular Air;-21.77;11.97;4.98;Jim Kriz;Staples 6 Outlet Surge;2011-07-09
7368;52512;2011-07-07;High;32;197.49;0.08;Express Air;-52.84;5.74;5.01;Jim Kriz;Binder Posts;2011-07-09
7379;52611;2011-04-25;Medium;11;24.95;0.09;Regular Air;-5.14;2.18;1.38;Cathy Prescott;Advantus Push Pins;2011-04-25
7403;52805;2011-09-28;High;20;596.56;0.04;Express Air;60.7;29.99;5.5;Vivek Grady;Logitech Cordless Access Keyboard;2011-09-28
7405;52833;2011-12-24;Medium;8;317.82;0.02;Regular Air;-33.09;37.76;12.9;Todd Sumrall;Companion Letter/Legal File. Black;2011-12-25
7423;52930;2011-11-08;Low;16;136.98;0.04;Regular Air;44.12;8.74;1.39;Sarah Foster;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";2011-11-12
7424;52930;2011-11-08;Low;39;225.17;0.1;Regular Air;-183.05;5.78;8.09;Sarah Foster;Xerox 1924;2011-11-13
7425;52930;2011-11-08;Low;24;1112.157;0.09;Regular Air;140.81;55.99;3.3;Sarah Foster;Accessory24;2011-11-08
7426;52930;2011-11-08;Low;40;1865.5885;0.02;Regular Air;972.9;55.99;1.25;Sarah Foster;Accessory32;2011-11-08
7446;53127;2011-05-11;High;50;1893.29;0.07;Regular Air;857.34;37.7;2.99;Tony Chapman;Vinyl Sectional Post Binders;2011-05-12
7447;53127;2011-05-11;High;49;2628.047;0.05;Regular Air;-137.95;65.99;19.99;Tony Chapman;iDEN i95;2011-05-13
7472;53349;2010-04-10;Low;46;11002.66;0.07;Delivery Truck;2349.29;243.98;43.32;Alejandro Grove;Hon Deluxe Fabric Upholstered Stacking Chairs. Rounded Back;2010-04-19
7489;53476;2009-06-11;Not Specified;14;481.4;0.04;Regular Air;150.72;35.44;5.09;Steve Nguyen;Xerox 1932;2009-06-11
7490;53476;2009-06-11;Not Specified;24;93.85;0.08;Regular Air;19.42;3.98;0.7;Steve Nguyen;4009� Highlighters by Sanford;2009-06-14
7491;53476;2009-06-11;Not Specified;47;85.87;0.01;Regular Air;3.13;1.76;0.7;Steve Nguyen;Newell 310;2009-06-12
7492;53476;2009-06-11;Not Specified;42;8127.32;0.01;Express Air;1141.07;193.17;19.99;Steve Nguyen;Fellowes Staxonsteel� Drawer Files;2009-06-11
7518;53671;2011-06-10;Medium;41;236.68;0.08;Regular Air;-82.79;5.74;5.01;Laura Armstrong;Binder Posts;2011-06-11
7519;53671;2011-06-10;Medium;43;6255.81;0.01;Regular Air;693.26;140.85;19.99;Laura Armstrong;Fellowes Strictly Business� Drawer File. Letter/Legal Size;2011-06-11
7520;53671;2011-06-10;Medium;39;616.5;0.02;Regular Air;25.99;15.01;8.4;Laura Armstrong;GBC Prepunched Paper. 19-Hole. for Binding Systems. 24-lb;2011-06-11
7526;53766;2009-10-13;Not Specified;22;3122.55;0.07;Delivery Truck;-574.56;145.98;46.2;Laura Armstrong;Bevis Rectangular Conference Tables;2009-10-14
7528;53795;2012-01-30;High;40;264.6;0.1;Express Air;-93.06;6.48;6.22;Sandra Flanagan;Xerox 1894;2012-01-31
7529;53795;2012-01-30;High;21;3356.735;0.05;Regular Air;370.33;195.99;4.2;Sandra Flanagan;688;2012-02-01
7579;54209;2012-08-15;Medium;21;664.989;0.04;Regular Air;170.46;35.99;5.99;Arthur Prichep;Accessory41;2012-08-17
7599;54369;2009-03-02;Not Specified;47;421.08;0;Express Air;82.31;8.33;1.99;Ryan Akin;80 Minute Slim Jewel Case CD-R . 10/Pack - Staples;2009-03-04
7652;54850;2010-12-24;Not Specified;16;2834.96;0.07;Regular Air;587.64;178.47;19.99;Nat Carroll;Hot File� 7-Pocket. Floor Stand;2010-12-24
7653;54850;2010-12-24;Not Specified;9;953.989;0.02;Regular Air;-249.33;125.99;8.08;Nat Carroll;StarTAC ST7762;2010-12-25
7666;54950;2010-12-05;High;26;174.58;0.08;Regular Air;-57.17;6.84;4.42;Stephanie Ulpright;Acme� Design Stainless Steel Bent Scissors;2010-12-06
7667;54950;2010-12-05;High;22;8789.54;0.07;Delivery Truck;-1025.19;424.21;110.2;Stephanie Ulpright;Bush Advantage Collection� Racetrack Conference Table;2010-12-06
7697;55172;2010-12-03;Not Specified;1;37.89;0;Regular Air;-120.97;35.41;1.99;Katherine Nockton;Imation DVD-RAM discs;2010-12-04
7706;55235;2010-10-06;Low;33;2532.6175;0;Regular Air;730.51;85.99;2.79;Jane Waco;6340;2010-10-08
7718;55300;2009-02-20;High;37;159.89;0.03;Regular Air;-185.17;4.06;6.89;Sally Hughsby;Eureka Disposable Bags for Sanitaire� Vibra Groomer I� Upright Vac;2009-02-22
7719;55300;2009-02-20;High;48;180.48;0.01;Regular Air;82.38;3.75;0.5;Sally Hughsby;Avery 510;2009-02-21
7720;55300;2009-02-20;High;31;350.48;0.02;Regular Air;-231.05;10.68;13.04;Sally Hughsby;Dana Swing-Arm Lamps;2009-02-22
7736;55398;2010-01-20;Medium;21;46.42;0.04;Regular Air;2.38;2.1;0.7;Lena Radford;Sanford EarthWrite� Recycled Pencils. Medium Soft. #2;2010-01-21
7761;55553;2009-07-17;Medium;32;177.52;0.05;Regular Air;52.61;5.68;1.39;John Castell;Staples Standard Envelopes;2009-07-18
7791;55747;2012-12-02;High;36;17560.95;0.09;Delivery Truck;4801.82;500.98;26;John Lucas;Global Troy� Executive Leather Low-Back Tilter;2012-12-03
7792;55747;2012-12-02;High;42;19845.696;0.01;Delivery Truck;-1331.55;550.98;64.59;John Lucas;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables";2012-12-04
7798;55779;2012-03-10;Critical;26;4073.17;0.08;Delivery Truck;376.21;160.98;30;Katherine Nockton;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;2012-03-11
7886;56418;2012-04-12;Critical;47;1613.84;0.09;Regular Air;226.76;34.76;8.22;John Lucas;Multi-Use Personal File Cart and Caster Set. Three Stacking Bins;2012-04-13
7911;56580;2011-08-14;Not Specified;9;73.05;0.1;Regular Air;-17.03;8.34;4.82;Karen Daniels;Southworth 25% Cotton Antique Laid Paper & Envelopes;2011-08-14
7912;56580;2011-08-14;Not Specified;44;950.3;0.1;Delivery Truck;-2103.05;20.98;53.03;Karen Daniels;Tennsco Lockers. Gray;2011-08-16
7913;56580;2011-08-14;Not Specified;29;8122.53;0.05;Delivery Truck;-693.23;286.85;61.76;Karen Daniels;Riverside Furniture Stanwyck Manor Table Series;2011-08-16
7953;56807;2009-04-21;High;1;47.04;0.06;Regular Air;-24.63;42.98;4.62;Scott Cohen;Belkin F9M820V08 8 Outlet Surge;2009-04-23
7957;56837;2010-12-14;Low;10;965.46;0.03;Delivery Truck;-71.48;90.98;30;Steve Nguyen;Office Star - Task Chair with Contemporary Loop Arms;2010-12-18
7970;56995;2009-10-15;Medium;27;157.57;0.08;Express Air;-57.06;5.74;5.01;Sarah Foster;Binder Posts;2009-10-17
7984;57091;2011-10-31;Medium;6;14.85;0.05;Express Air;-2.79;1.68;1.02;Vivek Grady;Alliance Rubber Bands;2011-11-01
7998;57155;2009-06-17;Critical;23;155.52;0.05;Regular Air;-133.73;6.48;9.68;Stuart Calhoun;Xerox 1993;2009-06-18
7999;57155;2009-06-17;Critical;16;535.54;0.04;Express Air;60.82;33.89;5.1;Stuart Calhoun;File Shuttle II and Handi-File. Black;2009-06-18
8003;57185;2011-05-23;Medium;28;1360.82;0.06;Regular Air;385.03;49.34;10.25;Matt Connell;Electrix Fluorescent Magnifier Lamps & Weighted Base;2011-05-25
8036;57409;2009-11-20;Not Specified;1;90.88;0.1;Regular Air;-259.63;100.98;7.18;John Castell;Logitech Cordless Elite Duo;2009-11-21
8037;57409;2009-11-20;Not Specified;34;6236.4755;0.03;Regular Air;1928.66;205.99;3;John Castell;6185;2009-11-21
8066;57542;2009-08-22;High;23;1256.29;0.04;Regular Air;517.03;55.48;6.79;John Lucas;Eaton Premium Continuous-Feed Paper. 25% Cotton. Letter Size. White. 1000 Shts/Box;2009-08-24
8082;57639;2010-07-21;Critical;24;2239.52;0.04;Regular Air;330.5;95.46;18.13;John Castell;Electrix Architect's Clamp-On Swing Arm Lamp. Black;2010-07-21
8104;57856;2009-02-12;Medium;17;127.45;0.06;Regular Air;-42.17;7.1;6.05;Vivek Grady;"Wilson Jones Hanging View Binder. White. 1""";2009-02-13
8105;57856;2009-02-12;Medium;31;92.18;0.02;Regular Air;5.7;2.78;0.97;Vivek Grady;Newell 339;2009-02-13
8177;58435;2012-05-07;Low;11;273.44;0.01;Regular Air;-35.62;22.38;15.1;Arthur Prichep;Avery Flip-Chart Easel Binder. Black;2012-05-09
8251;59009;2011-11-18;Critical;19;614.91;0.02;Express Air;-7.02;30.98;17.08;Sally Hughsby;Xerox 197;2011-11-20
8325;59491;2012-03-24;High;31;12470.31;0.04;Regular Air;5528.5;387.99;19.99;Greg Hansen;Fellowes PB300 Plastic Comb Binding Machine;2012-03-27
8330;59554;2011-11-15;Critical;40;718.6;0.08;Regular Air;-81.49;17.98;4;Karen Daniels;Belkin 107-key enhanced keyboard. USB/PS/2 interface;2011-11-16
8334;59559;2010-09-17;Critical;30;397.17;0.1;Express Air;7.69;14.34;5;Greg Hansen;Nu-Dell Leatherette Frames;2010-09-17
8359;59745;2009-04-19;Not Specified;36;18092.66;0.09;Regular Air;7917.76;525.98;19.99;Alejandro Grove;GBC DocuBind 300 Electric Binding Machine;2009-04-21
8385;59906;2010-05-20;High;32;284.92;0.03;Regular Air;81.29;9.11;2.15;Lindsay Shagiari;"Black Print Carbonless Snap-Off� Rapid Letter. 8 1/2"" x 7""";2010-05-22
78;454;2011-12-26;Low;42;234.2;0.09;Regular Air;56.22;6.08;1.82;Darrin Martin;Staples Bulk Pack Metal Binder Clips;2011-12-28
90;549;2012-07-12;Critical;13;70.24;0.03;Regular Air;-59.75;4.98;7.44;Ken Brennan;Xerox 1922;2012-07-13
91;549;2012-07-12;Critical;5;40.75;0.05;Regular Air;-27.57;6.48;8.74;Ken Brennan;Xerox 1984;2012-07-13
92;549;2012-07-12;Critical;30;1150.88;0.05;Express Air;-911.56;38.94;35;Ken Brennan;Eldon Base for stackable storage shelf. platinum;2012-07-12
162;999;2010-09-04;Low;6;583.64;0.08;Regular Air;-179.5;95.43;19.99;Max Jones;Fellowes Stor/Drawer� Steel Plus� Storage Drawers;2010-09-11
195;1286;2010-05-13;Not Specified;46;234.37;0.05;Regular Air;-144.68;5.18;5.74;Lena Creighton;Wilson Jones Impact Binders;2010-05-14
196;1286;2010-05-13;Not Specified;14;1000.3565;0.06;Regular Air;229.78;85.99;3.3;Lena Creighton;Accessory20;2010-05-15
266;1831;2010-12-01;Critical;33;12586.19;0;Delivery Truck;619.71;370.98;99;Ken Brennan;Sauder Facets Collection Locker/File Cabinet. Sky Alder Finish;2010-12-02
275;1892;2009-03-25;Low;47;193.63;0.05;Regular Air;-152.52;3.98;5.26;Joe Kamberova;Ibico Presentation Index for Binding Systems;2009-03-29
276;1892;2009-03-25;Low;9;64.29;0.01;Regular Air;-18.85;6.48;5.4;Joe Kamberova;Xerox 207;2009-03-25
286;1991;2012-09-06;Not Specified;27;3491.06;0.09;Regular Air;921.7;136.98;24.49;Barry Franz;3M Polarizing Task Lamp with Clamp Arm. Light Gray;2012-09-06
287;1991;2012-09-06;Not Specified;37;14383.83;0.01;Delivery Truck;5050.1;399.98;12.06;Barry Franz;Okidata ML320 Series Turbo Dot Matrix Printers;2012-09-07
653;4610;2010-06-17;Low;8;66.88;0.09;Regular Air;-17.01;8.33;1.99;Odella Nelson;80 Minute Slim Jewel Case CD-R . 10/Pack - Staples;2010-06-19
654;4610;2010-06-17;Low;29;447.34;0.08;Regular Air;203.01;15.67;1.39;Odella Nelson;#10 White Business Envelopes.4 1/8 x 9 1/2;2010-06-21
794;5697;2012-10-04;Critical;31;371.68;0.03;Regular Air;-13.32;11.29;5.03;Max Jones;X-Rack� File for Hanging Folders;2012-10-06
832;5986;2012-04-21;High;48;5556.18;0.08;Regular Air;1638.48;120.98;3.99;Filia McAdams;Belkin 325VA UPS Surge Protector. 6';2012-04-21
833;5986;2012-04-21;High;20;1021.55;0.05;Delivery Truck;64.81;50.98;14.19;Filia McAdams;Global Deluxe Stacking Chair. Gray;2012-04-22
834;5986;2012-04-21;High;41;205.24;0.03;Regular Air;-148.77;4.89;4.93;Filia McAdams;"Maxell 3.5"" DS/HD IBM-Formatted Diskettes. 10/Pack";2012-04-22
845;6053;2010-12-11;Medium;4;16.08;0.04;Regular Air;-3.75;3.8;1.49;Maureen Fritzler;Durable Pressboard Binders;2010-12-13
893;6432;2011-11-10;Critical;30;311.08;0.08;Regular Air;-38.45;10.89;4.5;Lena Creighton;Belkin 6 Outlet Metallic Surge Strip;2011-11-12
906;6502;2011-08-20;Medium;16;116.11;0.1;Express Air;-36.46;7.64;5.83;Max Jones;"Rediform Wirebound ""Phone Memo"" Message Book. 11 x 5-3/4";2011-08-20
907;6502;2011-08-20;Medium;30;306.92;0.05;Regular Air;13.46;9.99;5.12;Max Jones;Xerox 1948;2011-08-23
921;6656;2009-05-15;Critical;45;1802;0.02;Regular Air;508.96;39.06;10.55;Dennis Bolton;Ibico Recycled Linen-Style Covers;2009-05-15
922;6656;2009-05-15;Critical;50;1832.22;0.1;Regular Air;805.43;37.7;2.99;Dennis Bolton;Vinyl Sectional Post Binders;2009-05-16
971;7072;2012-02-04;Critical;29;258.61;0.07;Regular Air;-15.96;8.85;5.6;Maureen Fritzler;GBC Standard Plastic Binding Systems Combs;2012-02-04
1015;7429;2010-05-26;Not Specified;33;1379.34;0.04;Regular Air;-470.85;40.48;19.99;Art Foster;Keytronic Designer 104- Key Black Keyboard;2010-05-27
1016;7429;2010-05-26;Not Specified;6;168.25;0.09;Express Air;101.78;26.48;6.93;Art Foster;DAX Natural Wood-Tone Poster Frame;2010-05-27
1075;7910;2010-04-20;Critical;41;1871.13;0.01;Regular Air;346.43;45.98;4.8;Erica Hackney;Tenex B1-RE Series Chair Mats for Low Pile Carpets;2010-04-23
1076;7910;2010-04-20;Critical;22;729.57;0.08;Regular Air;250.43;35.44;5.09;Erica Hackney;Xerox 1932;2010-04-20
1096;8035;2012-03-01;Medium;7;104.38;0.07;Regular Air;-24.2;14.42;6.75;Don Weiss;Holmes Odor Grabber;2012-03-03
1220;8961;2011-06-28;Low;15;627.69;0;Regular Air;-12.02;39.98;4;Jessica Myrick;Microsoft Natural Keyboard Elite;2011-07-03
1311;9606;2009-07-27;Not Specified;39;493.26;0.02;Regular Air;263.4;12.53;0.49;Darrin Martin;Round Specialty Laser Printer Labels;2009-07-27
1312;9606;2009-07-27;Not Specified;37;192.15;0.07;Express Air;37.31;5.18;2.04;Darrin Martin;Array� Memo Cubes;2009-07-29
1348;9857;2010-05-11;High;16;2366.18;0.1;Regular Air;703.8;162.93;19.99;Bruce Degenhardt;Multimedia Mailers;2010-05-13
1349;9857;2010-05-11;High;49;675.71;0.06;Regular Air;-17.49;13.79;8.78;Bruce Degenhardt;9-3/4 Diameter Round Wall Clock;2010-05-11
1350;9857;2010-05-11;High;16;292.978;0.05;Regular Air;-93.61;20.99;3.3;Bruce Degenhardt;Accessory39;2010-05-13
1502;10851;2009-04-06;High;14;570.5285;0.02;Express Air;3.96;45.99;4.99;Jenna Caffey;600 Series Non-Flip;2009-04-07
1554;11233;2011-08-30;Not Specified;25;276.5;0.02;Regular Air;35.72;10.98;4.8;Kalyca Meade;"Manila Recycled Extra-Heavyweight Clasp Envelopes. 6"" x 9""";2011-09-01
1593;11493;2011-10-20;Critical;16;111.9;0.01;Regular Air;38.03;6.47;1.22;Dennis Bolton;Staples Pen Style Liquid Stix;2011-10-22
1614;11684;2012-07-27;High;8;1173.5;0;Regular Air;53.87;140.81;24.49;Jenna Caffey;Hon Olson Stacker Stools;2012-07-29
1664;11975;2011-04-13;Critical;43;210.66;0.08;Regular Air;-145.72;5.18;5.74;Max Jones;Wilson Jones Impact Binders;2011-04-15
1878;13537;2010-05-30;Low;41;316.61;0.03;Regular Air;110.34;7.4;1.71;Lena Creighton;"It's Hot Message Books with Stickers. 2 3/4"" x 5""";2010-06-01
1912;13670;2012-05-23;Critical;27;116.37;0.04;Express Air;57.63;3.69;0.5;Art Foster;Avery 501;2012-05-26
1922;13764;2011-07-13;Medium;31;123.93;0.1;Regular Air;11.93;4.28;0.94;Ken Brennan;Newell 336;2011-07-14
1948;13953;2011-05-31;Critical;32;381.24;0.04;Regular Air;67.6;11.34;5.01;Jenna Caffey;Xerox 188;2011-06-02
1981;14119;2010-05-31;Low;24;103.11;0.06;Regular Air;-95.41;4.18;6.92;Troy Blackwell;Eldon� Image Series Desk Accessories. Burgundy;2010-06-04
1982;14119;2010-05-31;Low;35;1599.071;0.04;Regular Air;296.66;55.99;3.3;Troy Blackwell;Accessory24;2010-06-05
1983;14119;2010-05-31;Low;31;968.235;0.05;Regular Air;-158.61;35.99;5;Troy Blackwell;Accessory27;2010-06-02
